ZIP,date_coe,STREET_NO,STREET_DIR,STREET,STREET_TYP,unit_no,Prop_type
97217,04/28/2006,144,N,HAYDEN BAY,DR,NULL,Resid
97221,04/28/2006,5924,SW,NEBRASKA,ST,NULL,Resid
97229,04/28/2006,10175,NW,WILSHIRE,LN,NULL,Resid
97030,05/01/2006,2150,NE,HOGAN,DR,NULL,Resid
97202,05/01/2006,2010,SE,BYBEE,BLVD,NULL,Resid
97206,05/01/2006,4812,SE,43RD,AVE,NULL,Resid
97212,05/01/2006,229,NE,MONROE,ST,NULL,Resid
97213,05/01/2006,1510,NE,"42nd Ave , Halsey",NULL,NULL,Comm
97215,05/01/2006,135,SE,79TH,AVE,NULL,Resid
97217,05/01/2006,3145,N,HALLECK    REDUCED,ST,NULL,Resid
97219,05/01/2006,6815,SW,8TH,AVE,NULL,Resid
97219,05/01/2006,6815,SW,VIRGINIA,AVE,NULL,Resid
97220,05/01/2006,244,NE,105TH,AVE,NULL,Resid
97229,05/01/2006,2133,NW,MILL POND,RD,NULL,Resid
97232,05/01/2006,1620,NE,Broadway,NULL,241,Resid
97239,05/01/2006,4214,SW,Corbett,AVE,8,Resid
97030,05/02/2006,900,NE,FRANCIS,AVE,65,Resid
97210,05/02/2006,724,NW,WESTOVER,CIR,NULL,Resid
97217,05/02/2006,1724,N,SUMNER,ST,NULL,Resid
97236,05/02/2006,4710,SE,ANDEREGG,LOOP,NULL,Resid
97209,05/03/2006,1400,NW,IRVING,ST,529,Resid
97201,05/04/2006,2309,SW,1ST,AVE,944,Resid
97205,05/04/2006,2021,SW,MAIN,ST,63,Resid
97211,05/04/2006,5235,NE,CLEVELAND,AVE,NULL,Resid
97213,05/04/2006,6226,NE,ALAMEDA,ST,NULL,Resid
97217,05/04/2006,7047,N,WABASH,AVE,NULL,Resid
97229,05/04/2006,2047,NW,Village Circle,NULL,NULL,Resid
97206,05/05/2006,7027,SE,LAFAYETTE,ST,NULL,Resid
97206,05/05/2006,5829,SE,LAMBERT,ST,NULL,Resid
97214,05/05/2006,2933,SE,MAIN,ST,NULL,Resid
97227,05/05/2006,3804,N,COLONIAL,AVE,NULL,Resid
97230,05/05/2006,1526,NE,150TH,AVE,NULL,Resid
97019,05/08/2006,38539,SE,LOUDON,RD,NULL,Resid
97206,05/08/2006,4019,SE,66TH,AVE,NULL,Resid
97217,05/08/2006,2436,N,EMERSON,ST,NULL,Resid
97220,05/08/2006,4409,NE,86TH,AVE,NULL,Resid
97220,05/08/2006,9500,NE,SANDY,BLVD,NULL,Comm
97236,05/08/2006,5739,SE,136TH,AVE,NULL,Resid
97080,05/09/2006,552,SW,EASTMAN,PKWY,NULL,Resid
97080,05/09/2006,1772,SW,MAWRCREST,AVE,NULL,Resid
97202,05/09/2006,3630,SE,NEHALEM,ST,NULL,Resid
97203,05/09/2006,4820,N,HOUGHTON,ST,NULL,Resid
97203,05/09/2006,9311,N,MOHAWK,AVE,NULL,Resid
97209,05/10/2006,1410,NW,KEARNEY,ST,611,Resid
97212,05/10/2006,3606,NE,GRAND (NOT BUSY),AVE,NULL,Resid
97219,05/10/2006,7400,SW,60TH,AVE,NULL,Resid
97266,05/10/2006,5715,SE,115TH,AVE,NULL,Resid
97080,05/11/2006,875,SE,25TH,ST,NULL,Resid
97212,05/11/2006,3633,NE,13TH,AVE,NULL,Resid
97212,05/11/2006,23,NE,SAN RAFAEL,ST,NULL,Resid
97212,05/11/2006,4021,NE,STANTON,ST,NULL,Resid
97213,05/11/2006,6004,NE,ALAMEDA,ST,NULL,Resid
97215,05/11/2006,7422,SE,HARRISON,CT,NULL,Resid
97217,05/11/2006,2718,N,ARGYLE,ST,NULL,Resid
97230,05/11/2006,14803,NE,Sacramento,ST,83,Resid
97266,05/11/2006,3250,SE,87TH,AVE,NULL,Resid
97209,05/12/2006,710,NW,NAITO (WATERFRONT),PKWY,C 22,Resid
97213,05/12/2006,2414,NE,59TH,AVE,NULL,Resid
97219,05/12/2006,5508,SW,GARDEN HOME,RD,NULL,Resid
97230,05/12/2006,18525,NE,MARINE,DR,NULL,Resid
97236,05/12/2006,15150,SE,ASTON,LOOP,NULL,Resid
97203,05/15/2006,4840,N,VANDERBILT,ST,NULL,Resid
97206,05/15/2006,5617,SE,60TH,AVE,NULL,Resid
97206,05/15/2006,7932,SE,TIBBETTS,ST,NULL,Resid
97214,05/15/2006,1816,SE,12TH,AVE,NULL,Resid
97215,05/15/2006,2322,SE,43RD,AVE,NULL,Resid
97217,05/15/2006,833,N,KILLINGSWORTH,ST,NULL,Comm
97239,05/15/2006,1923,SW,IDAHO,ST,NULL,Resid
97266,05/15/2006,10021,SE,LIEBE,ST,NULL,Resid
97201,05/16/2006,1535,SW,Clay,ST,201,Resid
97206,05/16/2006,2717,SE,70TH,AVE,NULL,Resid
97209,05/16/2006,333,NW,9TH,AVE,1008,Resid
97215,05/16/2006,2035,SE,72ND,AVE,NULL,Resid
97216,05/16/2006,8235,SE,Morrison,ST,NULL,Resid
97232,05/16/2006,3305,NE,GLISAN,ST,NULL,Resid
97205,05/17/2006,709,SW,16TH   505,AVE,505,Resid
97206,05/17/2006,5518,SE,PARDEE,ST,NULL,Resid
97214,05/17/2006,3803,SE,Lincoln,ST,NULL,Resid
97217,05/17/2006,12381,N,WESTSHORE,DR,NULL,Resid
97229,05/17/2006,9715,NW,BARTHOLOMEW,DR,NULL,Resid
97230,05/17/2006,14851,NE,SACRAMENTO,ST,122,Resid
97236,05/17/2006,12520,SE,POWELL,BLVD,NULL,Comm
97080,05/18/2006,903,SW,JUNCTION,PL,NULL,Resid
97201,05/18/2006,1115,SW,MYRTLE,CT,NULL,Resid
97202,05/18/2006,3345,SE,MILWAUKIE,AVE,NULL,Comm
97203,05/18/2006,10112,N,CENTRAL,ST,NULL,Resid
97206,05/18/2006,7929,SE,KNIGHT,ST,NULL,Resid
97212,05/18/2006,105,NE,TILLAMOOK,ST,105,Resid
97212,05/18/2006,109,NE,TILLAMOOK,ST,109,Resid
97213,05/18/2006,4614,NE,HALSEY,ST,NULL,Resid
97220,05/18/2006,3145,NE,ROCKY BUTTE,RD,NULL,Resid
97214,05/19/2006,3587,SE,GRANT,ST,NULL,Resid
97220,05/19/2006,3908,NE,MAYWOOD,PL,NULL,Resid
97231,05/19/2006,14811,NW,GILLIHAN,RD,NULL,Resid
97266,05/19/2006,8310,SE,KNAPP,ST,NULL,Resid
97080,05/22/2006,2996,SE,Kane,NULL,NULL,Resid
97202,05/22/2006,4123,SE,39TH,AVE,NULL,Resid
97209,05/22/2006,1125,NW,9th,AVE,332,Resid
97217,05/22/2006,3310,N,LOMBARD,ST,NULL,Comm
97220,05/22/2006,1011,NE,108TH,AVE,NULL,Resid
97225,05/22/2006,6440,SW,MEADE,CT,NULL,Resid
97232,05/22/2006,1620,NE,Broadway,NULL,541,Resid
97236,05/22/2006,16833,SE,POWELL VALLEY,RD,NULL,Resid
97206,05/23/2006,6019,SE,INSLEY,ST,NULL,Resid
97213,05/23/2006,603,NE,79TH,AVE,NULL,Resid
97214,05/23/2006,3204,E,BURNSIDE,ST,NULL,Resid
97215,05/23/2006,4930,SE,TAYLOR,CT,NULL,Resid
97230,05/23/2006,14945,NE,SACRAMENTO,ST,#32,Resid
97203,05/24/2006,6828,N,MONTEITH,AVE,NULL,Resid
97205,05/24/2006,2172,SW,PARK,PL,E,Resid
97212,05/24/2006,4015,NE,19TH,AVE,NULL,Resid
97217,05/24/2006,4119,N,ALBINA,AVE,NULL,Resid
97219,05/24/2006,3817,SW,HUBER,ST,NULL,Resid
97221,05/24/2006,6439,SW,HAMILTON,WAY,NULL,Resid
97229,05/24/2006,2036,NW,VILLAGE,CIR,NULL,Resid
97236,05/24/2006,16833,SE,POWELL VALLEY,RD,NULL,Resid
97290,05/24/2006,325,NE,137,AVE,Lt 32,Resid
97209,05/25/2006,1410,NW,KEARNEY,ST,#1116,Resid
97214,05/25/2006,1901,SE,37TH,AVE,NULL,Resid
97219,05/25/2006,1112,SW,CHESTNUT,DR,NULL,Resid
97230,05/25/2006,15045,NE,SACRAMENTO,ST,74,Resid
97233,05/25/2006,20,SE,172nd,NULL,107,Resid
97201,05/26/2006,2211,SW,1ST,AVE,G20,Resid
97210,05/26/2006,716,NW,WESTOVER,CIR,NULL,Resid
97212,05/26/2006,4121,NE,STANTON,ST,NULL,Resid
97217,05/26/2006,1805,N,JESSUP,ST,NULL,Resid
97218,05/26/2006,6806,NE,WYGANT,ST,NULL,Resid
97220,05/26/2006,533,NE,114TH,AVE,NULL,Resid
97220,05/26/2006,11447,NE,HOLMAN,ST,NULL,Comm
97230,05/26/2006,1909,NE,153RD,PL,NULL,Resid
97230,05/26/2006,15414,NE,SUMMERPLACE,DR,NULL,Resid
97232,05/26/2006,2833,NE,FLANDERS,ST,NULL,Resid
97232,05/26/2006,3340,NE,PEERLESS,PL,NULL,Resid
97219,05/29/2006,8025,SW,57TH,AVE,NULL,Resid
97219,05/29/2006,2418,SW,TROY,ST,NULL,Resid
97202,05/30/2006,1613,SE,CLAYBOURNE,ST,NULL,Resid
97202,05/30/2006,3616,SE,STEELE,ST,NULL,Resid
97216,05/30/2006,9916,SE,STEPHENS,ST,NULL,Resid
97217,05/30/2006,221,N,BRIDGETON,RD,NULL,Resid
97218,05/30/2006,5910,NE,MASON,ST,NULL,Resid
97218,05/30/2006,6541,NE,WYGANT (Fixer),ST,NULL,Resid
97219,05/30/2006,5033,SW,MARIGOLD,ST,NULL,Resid
97219,05/30/2006,2689,SW,SPRING GARDEN,ST,NULL,Resid
97209,05/31/2006,922,NW,11TH,AVE,1201,Resid
97212,05/31/2006,915,NE,FAILING,ST,NULL,Resid
97215,05/31/2006,1112,SE,76TH,AVE,NULL,Resid
97219,05/31/2006,10635,SW,40TH,AVE,NULL,Resid
97230,05/31/2006,15530,NE,KNOTT,ST,40,Resid
97236,05/31/2006,12412,SE,TIBBETTS,ST,NULL,Resid
97266,05/31/2006,5239,SE,115TH,AVE,NULL,Resid
97266,05/31/2006,7387,SE,92nd,AVE,NULL,Comm
97030,06/01/2006,900,NE,FRANCIS,AVE,56,Resid
97210,06/01/2006,2448,NW,PETTYGROVE,ST,NULL,Resid
97216,06/01/2006,1853,SE,112TH,AVE,NULL,Resid
97217,06/01/2006,8724,N,CURTIS,AVE,NULL,Resid
97266,06/01/2006,8816,SE,KNAPP,ST,NULL,Resid
97080,06/02/2006,1599,SE,MAPLE,LOOP,NULL,Resid
97206,06/02/2006,7531,SE,42nd,AVE,NULL,Resid
97206,06/02/2006,6031,SE,KNIGHT,ST,NULL,Resid
97210,06/02/2006,4629,NW,SEBLAR,TER,NULL,Resid
97213,06/02/2006,3024,NE,66TH,AVE,NULL,Resid
97214,06/02/2006,2329,SE,LADD,AVE,NULL,Resid
97215,06/02/2006,910,SE,42nd,AVE,460,Resid
97215,06/02/2006,4206,SE,BELMONT,ST,260,Resid
97215,06/02/2006,4206,SE,Belmont,ST,350,Resid
97219,06/02/2006,3727,SW,COMUS,ST,NULL,Resid
97219,06/02/2006,4939,SW,VACUNA,ST,NULL,Resid
97221,06/02/2006,6242,SW,47TH,PL,NULL,Resid
97233,06/03/2006,2362,SE,154TH,AVE,NULL,Resid
97030,06/05/2006,780,NW,CASCADE,CT,NULL,Resid
97203,06/05/2006,9118,N,EDISON,ST,NULL,Resid
97206,06/05/2006,4019,SE,44TH,AVE,NULL,Resid
97215,06/05/2006,5730,SE,MADISON,ST,NULL,Resid
97206,06/06/2006,6422,SE,CARLTON,ST,NULL,Resid
97206,06/06/2006,7003,SE,MALL,ST,NULL,Resid
97212,06/06/2006,3265,NE,US GRANT,PL,NULL,Resid
97219,06/06/2006,9103,SW,17TH,AVE,NULL,Resid
97233,06/06/2006,15564,SE,MORRISON,ST,NULL,Resid
97239,06/06/2006,3570,SW,River,PKWY,305,Resid
97266,06/06/2006,5109,SE,87TH,AVE,NULL,Resid
97202,06/07/2006,4031,SE,BOISE  new price,ST,NULL,Resid
97214,06/07/2006,935,SE,16TH,AVE,# 9,Resid
97230,06/07/2006,2376,NE,149TH,AVE,NULL,Resid
97080,06/08/2006,2337,SW,Willow,PKWY,NULL,Resid
97212,06/08/2006,2428,NE,20TH,AVE,NULL,Resid
97213,06/08/2006,1906,NE,52ND,AVE,NULL,Resid
97266,06/08/2006,5106,SE,113TH,AVE,NULL,Resid
97203,06/09/2006,9304,N,PORTSMOUTH,AVE,NULL,Resid
97206,06/09/2006,6028,SE,LAFAYETTE,ST,NULL,Resid
97211,06/09/2006,4313,NE,MALLORY,AVE,NULL,Resid
97212,06/09/2006,1821,NE,25TH,AVE,NULL,Resid
97213,06/09/2006,3115,NE,47TH,AVE,NULL,Resid
97213,06/09/2006,3415,NE,76TH,AVE,NULL,Resid
97217,06/09/2006,1501,N,HAYDEN ISLAND,DR,57-C,Resid
97219,06/09/2006,4314,SW,VESTA,ST,NULL,Resid
97239,06/09/2006,2,SW,BOUNDARY,ST,NULL,Resid
97239,06/09/2006,5624,SW,CORBETT,AVE,NULL,Resid
97215,06/10/2006,5618,SE,PINE,ST,NULL,Resid
97030,06/12/2006,4160,NE,EL CAMINO,DR,NULL,Resid
97060,06/12/2006,1317,SW,10TH,ST,NULL,Resid
97060,06/12/2006,349,SE,5th,ST,NULL,Resid
97206,06/12/2006,5909,SE,GLADSTONE,ST,NULL,Resid
97213,06/12/2006,220,NE,68TH,AVE,NULL,Resid
97214,06/12/2006,3265,SE,MAIN,ST,NULL,Resid
97217,06/12/2006,350,N,TOMAHAWK ISLAND,DR,NULL,Resid
97239,06/12/2006,4820,SW,18TH,PL,NULL,Resid
97201,06/13/2006,1500,SW,5TH,AVE,2102,Resid
97211,06/13/2006,4561,NE,35TH,AVE,NULL,Resid
97211,06/13/2006,4714,NE,CLEVELAND,AVE,2,Resid
97213,06/13/2006,2441,NE,51ST,AVE,NULL,Resid
97215,06/13/2006,7334,SE,TAYLOR,ST,NULL,Resid
97230,06/13/2006,256,NE,130TH,PL,NULL,Resid
97236,06/13/2006,3216,SE,153RD,AVE,NULL,Resid
97080,06/14/2006,1666,SE,CONDOR,AVE,NULL,Resid
97219,06/14/2006,7214,SW,NEVADA,TER,NULL,Resid
97230,06/14/2006,13000,NE,SCHUYLER,ST,NULL,Resid
97239,06/14/2006,4990,SW,LANDING,DR,101,Resid
97030,06/15/2006,901,SE,208TH,AVE,NULL,Resid
97035,06/15/2006,311,NULL,CERVANTES,CIR,NULL,Resid
97203,06/15/2006,9215,N,MACRUM,AVE,NULL,Resid
97206,06/15/2006,4724,SE,60TH,AVE,NULL,Resid
97206,06/15/2006,4716,SE,POWELL,BLVD,NULL,Comm
97209,06/15/2006,922,NW,11TH,AVE,607,Resid
97209,06/15/2006,1255,NW,9TH [Unit 503],AVE,503,Resid
97209,06/15/2006,1400,NW,IRVING,ST,716,Resid
97230,06/15/2006,18525,NE,MARINE,DR,NULL,Resid
97266,06/15/2006,8530,SE,BROOKLYN,ST,NULL,Resid
97024,06/16/2006,1215,NE,MULTNOMAH,DR,NULL,Resid
97030,06/16/2006,21016,SE,STARK,ST,2,Resid
97204,06/16/2006,1209,SW,6TH,AVE,203,Resid
97211,06/16/2006,4702,NE,17TH,AVE,NULL,Resid
97214,06/16/2006,829,SE,39TH,AVE,NULL,Comm
97217,06/16/2006,2656,N,WILLIS,BLVD,NULL,Resid
97219,06/16/2006,11110,SW,COLLINA,AVE,NULL,Resid
97230,06/16/2006,17440,NE,GLISAN,ST,1,Resid
97210,06/19/2006,2445,NW,WESTOVER,RD,NULL,Resid
97217,06/19/2006,2027,N,JANTZEN,NULL,NULL,Resid
97239,06/19/2006,NULL,SW,River Parkway,NULL,205,Resid
97024,06/20/2006,21999,NE,PARK,LN,NULL,Resid
97213,06/20/2006,2532,NE,49TH,AVE,NULL,Resid
97214,06/20/2006,3962,SE,HAWTHORNE,BLVD,NULL,Comm
97215,06/20/2006,6351,SE,MORRISON,CT,NULL,Resid
97216,06/20/2006,606,SE,119TH,AVE,NULL,Resid
97219,06/20/2006,5525,SW,FLORIDA,ST,NULL,Resid
97239,06/20/2006,NULL,SW,River Parkway,NULL,405,Resid
97080,06/21/2006,4221,SW,30TH,CT,NULL,Resid
97202,06/21/2006,1584,SE,MILLER,ST,NULL,Resid
97205,06/21/2006,1132,SW,19TH,AVE,605,Resid
97206,06/21/2006,6917,SE,REEDWAY,ST,NULL,Resid
97209,06/21/2006,1704,NW,HOYT,ST,NULL,Resid
97210,06/21/2006,2444,NW,PETTYGROVE,ST,NULL,Resid
97219,06/21/2006,9223,SW,43RD,AVE,NULL,Resid
97219,06/21/2006,2009,SW,LURADEL,ST,NULL,Resid
97236,06/21/2006,16000,SE,POWELL,BLVD,41,Resid
97239,06/21/2006,NULL,SW,River Parkway,NULL,411,Resid
97060,06/22/2006,114,NULL,ELM,AVE,NULL,Resid
97205,06/22/2006,2020,SW,MAIN,ST,805,Resid
97215,06/22/2006,6920,SE,BELMONT,ST,NULL,Resid
97239,06/22/2006,1125,SW,WESTWOOD,CT,NULL,Resid
97202,06/23/2006,2834,SE,15th,AVE,NULL,Resid
97206,06/23/2006,5730,SE,44TH,AVE,NULL,Resid
97206,06/23/2006,6234,SE,65TH,AVE,NULL,Resid
97211,06/23/2006,3117,NE,MASON,ST,NULL,Resid
97212,06/23/2006,3614,NE,STANTON,ST,NULL,Resid
97213,06/23/2006,1720,NE,62ND,AVE,1,Resid
97229,06/23/2006,2134,NW,Village Circle,NULL,NULL,Resid
97233,06/23/2006,1406,SE,168TH,PL,NULL,Resid
97236,06/23/2006,14339,SE,BROOKLYN,ST,NULL,Resid
97080,06/26/2006,2700,SE,CLEVELAND,DR,NULL,Resid
97211,06/26/2006,4104,NE,13TH,AVE,NULL,Resid
97230,06/26/2006,15415,NE,SUMMERPLACE,DR,NULL,Resid
97239,06/26/2006,2012,SW,SUNSET,BLVD,NULL,Resid
97202,06/27/2006,3436,SE,14TH,AVE,NULL,Resid
97205,06/27/2006,3112,SW,CASCADE,DR,NULL,Resid
97220,06/27/2006,806,NE,91ST,AVE,NULL,Resid
97220,06/27/2006,11510,NE,SAN RAFAEL,ST,NULL,Resid
97232,06/27/2006,533,NE,HOLLADAY,ST,308,Resid
97205,06/28/2006,709,SW,16TH,AVE,307,Resid
97206,06/28/2006,8550,SE,58TH,AVE,NULL,Resid
97219,06/28/2006,8377,SW,24TH,AVE,15,Resid
97230,06/28/2006,15510,NE,KNOTT,ST,6,Resid
97266,06/28/2006,8451,SE,BUSH,ST,NULL,Resid
97060,06/29/2006,1440,NE,223RD,AVE,92,Resid
97080,06/29/2006,29243,SE,STONE,RD,NULL,Resid
97202,06/29/2006,2538,SE,35TH,PL,NULL,Resid
97211,06/29/2006,5810,NE,23rd,AVE,NULL,Resid
97213,06/29/2006,5720,NE,Beech,ST,NULL,Resid
97215,06/29/2006,910,SE,42nd,AVE,360,Resid
97217,06/29/2006,7024,N,ATLANTIC,AVE,NULL,Resid
97233,06/29/2006,1545,SE,143RD,AVE,NULL,Resid
97035,06/30/2006,45,NULL,EAGLE CREST,DR,515,Resid
97201,06/30/2006,1500,SW,PARK,AVE,521,Resid
97211,06/30/2006,4912,NE,29TH,AVE,NULL,Resid
97211,06/30/2006,1625,NE,MARINE,DR,NULL,Resid
97212,06/30/2006,2737,NE,10TH,AVE,NULL,Resid
97213,06/30/2006,5106,NE,HALSEY,ST,NULL,Resid
97214,06/30/2006,2827,SE,SALMON,NULL,0,Comm
97217,06/30/2006,1887,N,Jantzen,AVE,NULL,Resid
97219,06/30/2006,6917,SW,33RD,AVE,NULL,Resid
97219,06/30/2006,10121,SW,TERWILLIGER,PL,NULL,Resid
97221,06/30/2006,5530,SW,WOODS,CT,NULL,Resid
97233,06/30/2006,2109,SE,148TH,PL,NULL,Resid
97236,07/01/2006,5342,SE,136TH,AVE,NULL,Resid
97236,07/02/2006,16000,SE,POWELL,BLVD,64,Resid
97030,07/03/2006,2395,NE,MAPLE,CT,NULL,Resid
97203,07/03/2006,9025,N,KIMBALL,AVE,NULL,Resid
97220,07/04/2006,3529,NE,121ST,AVE,NULL,Resid
97035,07/05/2006,42,NULL,CONDOLEA,CT,NULL,Resid
97203,07/05/2006,9645,N,SENECA,ST,NULL,Resid
97201,07/06/2006,1535,SW,Clay,ST,230,Resid
97202,07/06/2006,3712,SE,8TH,AVE,NULL,Resid
97206,07/06/2006,4227,SE,GLADSTONE,ST,NULL,Resid
97217,07/06/2006,6607,N,COMMERCIAL,AVE,NULL,Resid
97219,07/06/2006,8007,SW,47TH,AVE,NULL,Resid
97080,07/07/2006,2350,SE,PAROPA,LN,NULL,Resid
97202,07/07/2006,6904,SE,19TH,AVE,NULL,Resid
97206,07/07/2006,4409,SE,WOODWARD,ST,NULL,Resid
97209,07/07/2006,1255,NW,9TH,AVE,119,Resid
97210,07/07/2006,126,NW,MAYWOOD,DR,NULL,Resid
97212,07/07/2006,3116,NE,9TH,AVE,NULL,Resid
97214,07/07/2006,1425,SE,34TH,AVE,NULL,Resid
97219,07/07/2006,8030,SW,62ND,PL,NULL,Resid
97219,07/07/2006,550,SW,RIVERSIDE,ST,NULL,Resid
97233,07/07/2006,12508,SE,STARK,ST,#D,Resid
97239,07/07/2006,5150,SW,LANDING,DR,307B2,Resid
97060,07/10/2006,963,SW,Livingston,PL,NULL,Resid
97201,07/10/2006,1535,SW,Clay,ST,132,Resid
97202,07/10/2006,8105,SE,21ST,AVE,NULL,Resid
97206,07/10/2006,4922,SE,FLAVEL,DR,NULL,Resid
97206,07/10/2006,4705,SE,STEELE,ST,NULL,Resid
97219,07/10/2006,11415,SW,AVENTINE CIRCUS,NULL,NULL,Resid
97219,07/10/2006,3035,SW,VESTA,ST,NULL,Resid
97230,07/10/2006,689,NE,162nd Ave.,NULL,C108,Resid
97231,07/10/2006,9416,NW,SKYVIEW,DR,NULL,Resid
97239,07/10/2006,5120,SW,RICHARDSON,DR,NULL,Resid
97024,07/11/2006,20696,NE,Shore View,DR,NULL,Resid
97030,07/11/2006,505,NE,22ND,ST,NULL,Resid
97201,07/11/2006,1535,SW,Clay,ST,134,Resid
97201,07/11/2006,1535,SW,Clay,ST,136,Resid
97201,07/11/2006,1535,SW,Clay,ST,302,Resid
97218,07/11/2006,4642,NE,64TH,AVE,NULL,Resid
97233,07/11/2006,8409,SE,45th,AVE,NULL,Comm
97236,07/11/2006,17123,SE,Johnston Dr,NULL,NULL,Resid
97214,07/12/2006,2829,SE,Belmont,ST,308,Resid
97214,07/12/2006,2133,SE,ORANGE,AVE,NULL,Resid
97217,07/12/2006,7211,N,OATMAN,AVE,NULL,Resid
97220,07/12/2006,11607,NE,PRESCOTT,ST,NULL,Resid
97266,07/12/2006,8428,SE,BROOKLYN - 2 Homes,ST,NULL,Resid
97024,07/13/2006,205,NULL,HARRISON,ST,NULL,Resid
97201,07/13/2006,1535,SW,Clay,ST,104,Resid
97205,07/13/2006,203,SW,KINGSTON,AVE,NULL,Resid
97206,07/13/2006,6704,SE,75TH,AVE,NULL,Resid
97035,07/14/2006,31,NULL,MORNINGVIEW,CIR,NULL,Resid
97201,07/14/2006,2221,SW,1ST,AVE,1525,Resid
97206,07/14/2006,4321,SE,79TH,AVE,NULL,Resid
97209,07/14/2006,1025,NW,COUCH,ST,1115,Resid
97212,07/14/2006,2336,NE,RIDGEWOOD,DR,NULL,Resid
97213,07/14/2006,2627,NE,42ND,AVE,NULL,Resid
97213,07/14/2006,3182,NE,72ND,AVE,NULL,Resid
97214,07/14/2006,2044,SE,HARRISON,ST,NULL,Resid
97216,07/14/2006,9037,SE,OAK,ST,NULL,Resid
97219,07/14/2006,9205,SW,1ST,AVE,NULL,Resid
97220,07/14/2006,12004,NE,SACRAMENTO,ST,NULL,Resid
97218,07/15/2006,7230,NE,42nd Avenue,NULL,NULL,Comm
97218,07/15/2006,7607,NE,PRESCOTT,ST,NULL,Resid
97202,07/17/2006,5506,SE,41ST,AVE,NULL,Resid
97206,07/17/2006,4525,SE,78TH,AVE,NULL,Resid
97206,07/17/2006,6045,SE,HARNEY,ST,NULL,Resid
97217,07/17/2006,1501,N,HAYDEN ISLAND,DR,#100,Resid
97219,07/17/2006,11437,SW,Military,RD,NULL,Resid
97230,07/17/2006,14962,NE,ROSE,PKWY,NULL,Resid
97201,07/18/2006,1134,SW,JEFFERSON,ST,NULL,Comm
97209,07/18/2006,1420,NW,20TH No. 204,AVE,204,Resid
97217,07/18/2006,7333,N,GREELEY,AVE,NULL,Comm
97217,07/18/2006,7335,N,GREELEY,AVE,NULL,Resid
97219,07/18/2006,9632,SW,6TH,AVE,NULL,Resid
97233,07/18/2006,18430,SE,YAMHILL,ST,NULL,Resid
97201,07/19/2006,2226,SW,15TH,AVE,NULL,Resid
97232,07/19/2006,3044,NE,FLANDERS,ST,NULL,Resid
97236,07/19/2006,14034,SE,MALL,ST,NULL,Resid
97206,07/20/2006,4435,SE,KNAPP,ST,NULL,Resid
97209,07/20/2006,1811,NW,Couch,NULL,208,Resid
97212,07/20/2006,2406,NE,32ND,AVE,NULL,Resid
97219,07/20/2006,5540,SW,VERMONT-Not Busy,ST,NULL,Resid
97220,07/20/2006,4815,NE,92ND,AVE,NULL,Resid
97230,07/20/2006,14005,NE,HALSEY,ST,NULL,Resid
97230,07/20/2006,18525,NE,MARINE,DR,E-7,Resid
97209,07/21/2006,726,NW,11TH,AVE,602,Resid
97211,07/21/2006,412,NE,ROSELAWN,ST,NULL,Resid
97212,07/21/2006,2234,NE,36TH-PRICE REDUCT,AVE,NULL,Resid
97212,07/21/2006,2214,NE,KLICKITAT,ST,NULL,Resid
97229,07/21/2006,3102,NW,SPENCER,ST,NULL,Resid
97203,07/22/2006,22600,NW,SKYLINE,BLVD,NULL,Resid
97203,07/22/2006,22600,NW,SKYLINE,BLVD,NULL,Resid
97206,07/24/2006,6742,SE,BROOKLYN,ST,NULL,Resid
97230,07/24/2006,3006,NE,149TH,AVE,NULL,Resid
97202,07/25/2006,6040,SE,32nd,AVE,NULL,Resid
97203,07/25/2006,8011,N,NEW YORK,AVE,NULL,Resid
97206,07/25/2006,4310,SE,WOODWARD,ST,NULL,Resid
97217,07/25/2006,3525,N,WILLIS,BLVD,NULL,Resid
97030,07/26/2006,3825,NE,3RD,ST,NULL,Resid
97060,07/26/2006,1027,SW,MITCHELL,AVE,NULL,Resid
97205,07/26/2006,709,SW,"16TH, UNIT 208",AVE,NULL,Resid
97213,07/26/2006,628,NE,43RD,AVE,NULL,Resid
97219,07/26/2006,8440,SW,30TH,AVE,NULL,Resid
97236,07/26/2006,5735,SE,136TH,AVE,NULL,Resid
97080,07/27/2006,3200,SE,PALMQUIST,RD,8,Resid
97202,07/27/2006,5230,SE,37TH,AVE,NULL,Resid
97214,07/27/2006,454,SE,33RD,AVE,NULL,Resid
97035,07/28/2006,144,NULL,OSWEGO SUMMIT,NULL,NULL,Resid
97201,07/28/2006,1535,SW,Clay,ST,137,Resid
97201,07/28/2006,1535,SW,Clay,ST,229,Resid
97201,07/28/2006,1535,SW,Clay,ST,237,Resid
97202,07/28/2006,260,SE,SPOKANE,ST,NULL,Resid
97203,07/28/2006,8611,N,OLYMPIA,ST,NULL,Resid
97211,07/28/2006,6611,NE,BELLEVUE,AVE,NULL,Resid
97214,07/28/2006,2325,SE,39TH,AVE,NULL,Resid
97236,07/28/2006,5657,SE,144th,PL,NULL,Resid
97060,07/31/2006,1440,NE,223RD,AVE,NULL,Resid
97206,07/31/2006,6420,SE,47TH,AVE,NULL,Resid
97206,07/31/2006,3721,SE,72ND,AVE,NULL,Resid
97206,07/31/2006,5034,SE,FLAVEL,DR,NULL,Resid
97206,07/31/2006,5303,SE,MALL,ST,NULL,Resid
